0.0	0.0	5400000.0	0.0	0.0
0.0396100569498	0.0255414157706	5399999.05119	0.0	0.0
0.0792201138997	0.0555642324779	5400001.49429	0.0	0.0
0.11883017085	0.514202122748	5400019.92039	0.0	0.0
0.158440227799	2.92595340882	5400073.22794	0.0	0.0
0.198050284749	10.9253149674	5400185.7905	0.0	0.0
0.237660341699	31.2224992055	5400386.22036	0.0	0.0
0.276934838726	73.7935978107	5400702.71539	0.0	0.0
0.316544895676	153.677502896	5401173.45617	0.0	0.0
0.356154952626	288.496994261	5401829.4472	0.0	0.0
0.395765009575	498.326998398	5402702.59907	0.0	0.0
0.435375066525	803.294498285	5403822.1869	0.0	0.0
0.474985123475	1220.74551033	5405213.49101	0.0	0.0
0.514259620502	1756.6147725	5406880.97534	0.0	0.0
0.553869677452	2421.20078832	5408866.55738	0.0	0.0
0.593479734402	3198.68255979	5411163.18983	0.0	0.0
0.633089791351	4062.38349286	5413768.20975	0.0	0.0
0.672699848301	4970.35744273	5416669.49029	0.0	0.0
0.712309905251	5866.8862675	5419844.72832	0.0	0.0
0.751584402278	6679.54200471	5423231.07272	2742.14811436	5427121.2371
0.791194459228	7351.75121104	5426843.23899	2900.87319668	5428326.25709
0.830804516178	7807.09901488	5430600.431	3082.34726182	5429441.6768
0.870414573128	7986.36042461	5434436.12576	3278.20755417	5430462.37741
0.910024630077	7848.52215111	5438274.75658	3478.60196897	5431385.47247
0.949634687027	7378.26699093	5442034.5481	3673.18336374	5432210.20307
0.989244743977	6591.68894796	5445629.21238	3852.12466257	5432937.77961
1.028519241	5550.72448526	5448943.33944	4007.26199966	5433571.89908
1.06812929795	4335.42207469	5451948.56181	4132.18350249	5434116.3247
1.1077393549	3078.5396493	5454539.19241	4223.24231787	5434576.69285
1.14734941185	1909.34086975	5456650.67103	4279.5824102	5434959.63721
1.1869594688	948.285566999	5458231.04564	4303.01226927	5435272.45887
1.22656952575	294.735740799	5459241.84951	4297.62542866	5435522.86273
1.26584402278	17.221351832	5459657.76514	4269.27434901	5435718.80683
1.30545407973	139.793057256	5459476.12464	4224.70215197	5435868.25599
1.34506413668	653.4091677	5458695.54986	4170.77698901	5435978.40432
1.38467419363	1504.16273078	5457335.29277	4113.97134961	5436056.339
1.42428425058	2603.39957466	5455428.81745	4059.68521363	5436108.56682
1.46389430753	3837.23132652	5453023.30386	4011.86716638	5436140.90571
1.50316880456	5068.15061835	5450204.59648	3972.85531519	5436158.40717
1.54277886151	6190.27821038	5446995.77952	3943.5991171	5436166.08085
1.58238891846	7077.51408168	5443500.42014	3923.37053801	5436166.62776
1.62199897541	7638.60696623	5439808.81796	3910.70543319	5436162.66111
1.66160903236	7815.89637904	5436020.62752	3903.67002825	5436156.09765
1.70121908931	7591.60034936	5432237.72156	3900.31257562	5436148.21181
1.74082914626	6989.6359695	5428561.27568	3899.04594463	5436139.77571
1.78010364328	6081.57864564	5425116.87956	3898.89205162	5436131.21686
1.81971370023	4945.73220824	5421935.31459	3899.24673919	5436123.49168
1.85932375718	3704.97130293	5419127.81381	3900.14796329	5436116.05731
1.89893381413	2485.7605949	5416764.27751	3901.37809126	5436109.11345
1.93854387108	1412.09150216	5414902.64372	3902.68645214	5436102.84121
1.97815392803	593.207714325	5413587.93746	3903.8146105	5436097.40104
2.01742842506	115.053404293	5412855.3109	3904.52336947	5436092.9296
2.05703848201	18.299087646	5412709.49255	3904.60269231	5436089.56275
2.09664853896	318.119432914	5413162.34232	3904.03292965	5436087.2258
2.13625859591	983.26262329	5414202.64242	3902.76369611	5436085.97434
2.17586865286	1945.22418961	5415805.09466	3900.82213448	5436085.83763
2.21547870981	3105.45360021	5417930.70674	3898.30743219	5436086.81664
2.25508876676	4345.42407105	5420527.28542	3895.37912663	5436088.88249
2.29469882371	5538.55027899	5423530.3461	3892.50103762	5436091.31585
2.33430888066	6562.83662645	5426864.56847	3889.5977309	5436094.61592
2.37391893761	7313.15992718	5430445.73198	3886.87013359	5436098.69139
2.41352899456	7711.97963182	5434180.15063	3884.50133714	5436103.42685
2.45313905151	7717.58149851	5437967.20902	3882.63801661	5436108.67068
2.49274910846	7328.86838235	5441705.54008	3881.3735518	5436114.26908
2.53235916541	6585.68712056	5445295.41701	3880.73736628	5436120.05873
2.57196922236	5564.55730067	5448642.05764	3880.46638102	5436125.14613
2.61157927931	4370.56981455	5451658.62117	3880.65489485	5436130.1647
2.65118933626	3126.5146399	5454268.38185	3881.18462669	5436134.97488
2.69079939321	1960.3669442	5456406.05379	3881.90576386	5436139.4477
2.73040945015	992.283742948	5458018.87905	3882.65263879	5436143.46831
